image,label,question,word,wordLabels
2408573.jpg,1,what other object does the man with smaller sign hold,man,1 1 1 1 1 0 1 1 1 1
2400018.jpg,2,what other object does the man with smaller sign hold,man,1 1 1 1 1 1 1 1 1 1
2359091.jpg,1,what quantity of men must hold the large banner,banner,1 1 1 1 1 1 1 1 0
2400018.jpg,2,what quantity of men must hold the large banner,banner,1 1 1 1 1 1 1 1 1
2395716.jpg,1,how many cats are there,cats,1 1 0 1 1
2390255.jpg,2,how many cats are there,cats,1 1 1 1 1
2358799.jpg,1,what color is the photo,photo,1 1 1 1 0
2390255.jpg,2,what color is the photo,photo,1 1 1 1 1
2369682.jpg,1,what are the cats doing,cats,1 1 1 0 1
2390255.jpg,2,what are the cats doing,cats,1 1 1 1 1
2402646.jpg,1,why are the cats sitting,cats,1 1 1 0 1
2390255.jpg,2,why are the cats sitting,cats,1 1 1 1 1
2381756.jpg,1,where are the cats,cats,1 1 1 0
2390255.jpg,2,where are the cats,cats,1 1 1 1
2373800.jpg,1,who is in the photo,photo,1 1 1 1 0
2390255.jpg,2,who is in the photo,photo,1 1 1 1 1
2322305.jpg,1,what is looking out of window,window,1 1 1 1 1 0
2390255.jpg,2,what is looking out of window,window,1 1 1 1 1 1
2354811.jpg,1,what is the cat doing,cat,1 1 1 0 1
2390255.jpg,2,what is the cat doing,cat,1 1 1 1 1
2342261.jpg,1,what size is the window,window,1 1 1 1 0
2390255.jpg,2,what size is the window,window,1 1 1 1 1
2378225.jpg,1,what is the black cat doing,cat,1 1 1 1 0 1
2390255.jpg,2,what is the black cat doing,cat,1 1 1 1 1 1
2399039.jpg,1,how is the window,window,1 1 1 0
2390255.jpg,2,how is the window,window,1 1 1 1
2338194.jpg,1,what are the cats doing,cats,1 1 1 0 1
2390255.jpg,2,what are the cats doing,cats,1 1 1 1 1
2409315.jpg,1,what pattern is the cat,cat,1 1 1 1 0
2390255.jpg,2,what pattern is the cat,cat,1 1 1 1 1
2316972.jpg,1,where are the cats,cats,1 1 1 0
2390255.jpg,2,where are the cats,cats,1 1 1 1
2407134.jpg,1,what are the cats sitting in,cats,1 1 1 0 1 1
2390255.jpg,2,what are the cats sitting in,cats,1 1 1 1 1 1
2367008.jpg,1,what are the cats looking out of,cats,1 1 1 0 1 1 1
2390255.jpg,2,what are the cats looking out of,cats,1 1 1 1 1 1 1
2369140.jpg,1,what is around the window,window,1 1 1 1 0
2390255.jpg,2,what is around the window,window,1 1 1 1 1
2329168.jpg,1,why are the cats sitting there,cats,1 1 1 0 1 1
2390255.jpg,2,why are the cats sitting there,cats,1 1 1 1 1 1
2371830.jpg,1,what does the sky appear to be,sky,1 1 1 0 1 1 1
2390255.jpg,2,what does the sky appear to be,sky,1 1 1 1 1 1 1
2412122.jpg,1,what is the woman riding,woman,1 1 1 0 1
2388605.jpg,2,what is the woman riding,woman,1 1 1 1 1
2317177.jpg,1,where is the woman,woman,1 1 1 0
2388605.jpg,2,where is the woman,woman,1 1 1 1
2355107.jpg,1,what color is the woman's helmet,helmet,1 1 1 1 1 0
2388605.jpg,2,what color is the woman's helmet,helmet,1 1 1 1 1 1
2319785.jpg,1,what color is the scooters seat,seat,1 1 1 1 1 0
2388605.jpg,2,what color is the scooters seat,seat,1 1 1 1 1 1
2359088.jpg,1,where is the woman driving,woman,1 1 1 0 1
2388605.jpg,2,where is the woman driving,woman,1 1 1 1 1
2367808.jpg,1,what is the woman driving,woman,1 1 1 0 1
2388605.jpg,2,what is the woman driving,woman,1 1 1 1 1
2339305.jpg,1,what is the woman wearing for protection,woman,1 1 1 0 1 1 1
2388605.jpg,2,what is the woman wearing for protection,woman,1 1 1 1 1 1 1
2346123.jpg,1,what across the street from the woman,woman,1 1 1 1 1 1 0
2388605.jpg,2,what across the street from the woman,woman,1 1 1 1 1 1 1
2363072.jpg,1,why is the red light on,light,1 1 1 1 0 1
2388605.jpg,2,why is the red light on,light,1 1 1 1 1 1
2350631.jpg,1,what kind of hair does the woman have,hair,1 1 1 0 1 1 1 1
2388605.jpg,2,what kind of hair does the woman have,hair,1 1 1 1 1 1 1 1
2409261.jpg,1,what gray head protector is this woman wearing on the motorcycle,woman,1 1 1 1 1 1 0 1 1 1 1
2388605.jpg,2,what gray head protector is this woman wearing on the motorcycle,woman,1 1 1 1 1 1 1 1 1 1 1
2319947.jpg,1,what general color is the grass by the road,grass,1 1 1 1 1 0 1 1 1
2388605.jpg,2,what general color is the grass by the road,grass,1 1 1 1 1 1 1 1 1
2394489.jpg,1,what two colors make up the bold windows,windows,1 1 1 1 1 1 1 0
2388605.jpg,2,what two colors make up the bold windows,windows,1 1 1 1 1 1 1 1
2364949.jpg,1,what sex is the person on the scooter,scooter,1 1 1 1 1 1 1 0
2388605.jpg,2,what sex is the person on the scooter,scooter,1 1 1 1 1 1 1 1
2353341.jpg,1,what protects the woman's head in case of a crash,case,1 1 1 1 1 1 0 1 1 1
2388605.jpg,2,what protects the woman's head in case of a crash,case,1 1 1 1 1 1 1 1 1 1
2340380.jpg,1,what is the woman wearing,woman,1 1 1 0 1
2388605.jpg,2,what is the woman wearing,woman,1 1 1 1 1
2323379.jpg,1,what in the front of the small scooter,scooter,1 1 1 1 1 1 1 0
2388605.jpg,2,what in the front of the small scooter,scooter,1 1 1 1 1 1 1 1
2327711.jpg,1,what is across the other side of the road,road,1 1 1 1 1 1 1 1 0
2388605.jpg,2,what is across the other side of the road,road,1 1 1 1 1 1 1 1 1
2364856.jpg,1,how is the woman's hair,hair,1 1 1 1 0
2388605.jpg,2,how is the woman's hair,hair,1 1 1 1 1
2327258.jpg,1,what is the moped's seat in color,seat,1 1 1 1 0 1 1
2388605.jpg,2,what is the moped's seat in color,seat,1 1 1 1 1 1 1
2352285.jpg,1,what light is on,light,1 0 1 1
2388605.jpg,2,what light is on,light,1 1 1 1
2331395.jpg,1,what kind of court is this,court,1 1 1 0 1 1
2398806.jpg,2,what kind of court is this,court,1 1 1 1 1 1
2366097.jpg,1,what is the court made of,court,1 1 1 0 1 1
2398806.jpg,2,what is the court made of,court,1 1 1 1 1 1
2404556.jpg,1,what color is the little boy's jersey,jersey,1 1 1 1 1 1 0
2398806.jpg,2,what color is the little boy's jersey,jersey,1 1 1 1 1 1 1
2403764.jpg,1,how many people are riding on elephants,people,1 1 0 1 1 1 1
2398806.jpg,2,how many people are riding on elephants,people,1 1 1 1 1 1 1
2393975.jpg,1,what is the man carrying,man,1 1 1 0 1
2398806.jpg,2,what is the man carrying,man,1 1 1 1 1
2358149.jpg,1,who is the man in the tie,man,1 1 1 0 1 1 1
2398806.jpg,2,who is the man in the tie,man,1 1 1 1 1 1 1
2365908.jpg,1,what color is the wall,wall,1 1 1 1 0
2359947.jpg,2,what color is the wall,wall,1 1 1 1 1
2414927.jpg,1,where is the toilet,toilet,1 1 1 0
2359947.jpg,2,where is the toilet,toilet,1 1 1 1
2323865.jpg,1,where is the man,man,1 1 1 0
2359947.jpg,2,where is the man,man,1 1 1 1
2349229.jpg,1,where is the faucet,faucet,1 1 1 0
2359947.jpg,2,where is the faucet,faucet,1 1 1 1
2367825.jpg,1,where are the glasses,glasses,1 1 1 0
2359947.jpg,2,where are the glasses,glasses,1 1 1 1
2390473.jpg,1,how many pieces is the sandwich,sandwich,1 1 1 1 1 0
2348124.jpg,2,how many pieces is the sandwich,sandwich,1 1 1 1 1 1
2399223.jpg,1,how is the man dressed,man,1 1 1 0 1
2348124.jpg,2,how is the man dressed,man,1 1 1 1 1
2370416.jpg,1,what is under the sandwich,sandwich,1 1 1 1 0
2348124.jpg,2,what is under the sandwich,sandwich,1 1 1 1 1
2360979.jpg,1,how many people are in the picture,people,1 1 0 1 1 1 1
2347461.jpg,2,how many people are in the picture,people,1 1 1 1 1 1 1
2366961.jpg,1,what color is the man's sweatshirt,sweatshirt,1 1 1 1 1 0
2347461.jpg,2,what color is the man's sweatshirt,sweatshirt,1 1 1 1 1 1
2369205.jpg,1,what is on the ground in front of the people,people,1 1 1 1 1 1 1 1 1 0
2347461.jpg,2,what is on the ground in front of the people,people,1 1 1 1 1 1 1 1 1 1
2362119.jpg,1,what color is the bus,bus,1 1 1 1 0
2380540.jpg,2,what color is the bus,bus,1 1 1 1 1
2374831.jpg,1,where is the bus driving,bus,1 1 1 0 1
2380540.jpg,2,where is the bus driving,bus,1 1 1 1 1
2373294.jpg,1,what is the woman wearing on her hands,woman,1 1 1 0 1 1 1 1
2380540.jpg,2,what is the woman wearing on her hands,woman,1 1 1 1 1 1 1 1
2376245.jpg,1,what is the person doing in the car,person,1 1 1 0 1 1 1 1
2395047.jpg,2,what is the person doing in the car,person,1 1 1 1 1 1 1 1
2333851.jpg,1,what color is the car,car,1 1 1 1 0
2395047.jpg,2,what color is the car,car,1 1 1 1 1
2399744.jpg,1,what color is the letters on the car,letters,1 1 1 1 0 1 1 1
2395047.jpg,2,what color is the letters on the car,letters,1 1 1 1 1 1 1 1
2356070.jpg,1,what letters are on the car,car,1 1 1 1 1 0
2395047.jpg,2,what letters are on the car,car,1 1 1 1 1 1
2401626.jpg,1,what are the people thats not in the car doing,car,1 1 1 1 1 1 1 1 0 1
2395047.jpg,2,what are the people thats not in the car doing,car,1 1 1 1 1 1 1 1 1 1
2331728.jpg,1,what is the number on the stop sign,sign,1 1 1 1 1 1 1 0
2395047.jpg,2,what is the number on the stop sign,sign,1 1 1 1 1 1 1 1
2357709.jpg,1,what is behind the green car,car,1 1 1 1 1 0
2395047.jpg,2,what is behind the green car,car,1 1 1 1 1 1
2413070.jpg,1,what is holding up the sign,sign,1 1 1 1 1 0
2395047.jpg,2,what is holding up the sign,sign,1 1 1 1 1 1
2316236.jpg,1,what is the number on the light,number,1 1 1 0 1 1 1
2395047.jpg,2,what is the number on the light,number,1 1 1 1 1 1 1
2320738.jpg,1,what is the status of the car,car,1 1 1 1 1 1 0
2395047.jpg,2,what is the status of the car,car,1 1 1 1 1 1 1
2373683.jpg,1,where is the neon sign,sign,1 1 1 1 0
2395047.jpg,2,where is the neon sign,sign,1 1 1 1 1
2398500.jpg,1,what color is the traffic light,light,1 1 1 1 1 0
2357859.jpg,2,what color is the traffic light,light,1 1 1 1 1 1
2379624.jpg,1,how is the arrow light positioned,light,1 1 1 1 0 1
2357859.jpg,2,how is the arrow light positioned,light,1 1 1 1 1 1
2374490.jpg,1,when was the photo taken,the,1 1 0 1 1
2380696.jpg,2,when was the photo taken,the,1 1 1 1 1
2404731.jpg,1,how many cows are facing the camera,camera,1 1 1 1 1 1 0
2380696.jpg,2,how many cows are facing the camera,camera,1 1 1 1 1 1 1
2383131.jpg,1,what color are the cows,cows,1 1 1 1 0
2380696.jpg,2,what color are the cows,cows,1 1 1 1 1
2377063.jpg,1,what color are the cows' noses,the,1 1 1 0 1 1
2380696.jpg,2,what color are the cows' noses,the,1 1 1 1 1 1
2387872.jpg,1,what color is the id tag,tag,1 1 1 1 1 0
2380696.jpg,2,what color is the id tag,tag,1 1 1 1 1 1
2417892.jpg,1,where was the photo taken,the,1 1 0 1 1
2380696.jpg,2,where was the photo taken,the,1 1 1 1 1
2416747.jpg,1,where is the red and blue sign,sign,1 1 1 1 1 1 0
2403651.jpg,2,where is the red and blue sign,sign,1 1 1 1 1 1 1
2330044.jpg,1,what is on the highest sign,sign,1 1 1 1 1 0
2403651.jpg,2,what is on the highest sign,sign,1 1 1 1 1 1
2406391.jpg,1,why do they have signs,signs,1 1 1 1 0
2403651.jpg,2,why do they have signs,signs,1 1 1 1 1
2323488.jpg,1,what is behind the signs,signs,1 1 1 1 0
2403651.jpg,2,what is behind the signs,signs,1 1 1 1 1
2333932.jpg,1,what is the pole made of,pole,1 1 1 0 1 1
2403651.jpg,2,what is the pole made of,pole,1 1 1 1 1 1
2403848.jpg,1,what does the red light represent,light,1 1 1 1 0 1
2403651.jpg,2,what does the red light represent,light,1 1 1 1 1 1
2368606.jpg,1,what kind of signs are the blue signs,signs,1 1 1 0 1 1 1 0
2403651.jpg,2,what kind of signs are the blue signs,signs,1 1 1 1 1 1 1 1
2320037.jpg,1,what does the white sign say,sign,1 1 1 1 0 1
2403651.jpg,2,what does the white sign say,sign,1 1 1 1 1 1
2358692.jpg,1,what kind of sign is attached to the metal arm of the traffic light,light,1 1 1 1 1 1 1 1 1 1 1 1 1 0
2403651.jpg,2,what kind of sign is attached to the metal arm of the traffic light,light,1 1 1 1 1 1 1 1 1 1 1 1 1 1
2342829.jpg,1,what distance is the middle sign pointing to,sign,1 1 1 1 1 0 1 1
2403651.jpg,2,what distance is the middle sign pointing to,sign,1 1 1 1 1 1 1 1
2358473.jpg,1,what unit system are the signs written in,signs,1 1 1 1 1 0 1 1
2403651.jpg,2,what unit system are the signs written in,signs,1 1 1 1 1 1 1 1
2340389.jpg,1,what color is the water,water,1 1 1 1 0
2337834.jpg,2,what color is the water,water,1 1 1 1 1
2389460.jpg,1,what color is the person's hair,hair,1 1 1 1 1 0
2337834.jpg,2,what color is the person's hair,hair,1 1 1 1 1 1
2376610.jpg,1,what is the person cutting the pizza with,pizza,1 1 1 1 1 1 0 1
2365229.jpg,2,what is the person cutting the pizza with,pizza,1 1 1 1 1 1 1 1
2399342.jpg,1,what is the pizza lying in,pizza,1 1 1 0 1 1
2365229.jpg,2,what is the pizza lying in,pizza,1 1 1 1 1 1
2347888.jpg,1,how many people are in the scene,people,1 1 0 1 1 1 1
2365229.jpg,2,how many people are in the scene,people,1 1 1 1 1 1 1
2336919.jpg,1,what is the person doing,person,1 1 1 0 1
2365229.jpg,2,what is the person doing,person,1 1 1 1 1
2361015.jpg,1,who has long hair,hair,1 1 1 0
2365229.jpg,2,who has long hair,hair,1 1 1 1
2383996.jpg,1,how is person cutting pizza,pizza,1 1 1 1 0
2365229.jpg,2,how is person cutting pizza,pizza,1 1 1 1 1
2413435.jpg,1,how large is pizza,pizza,1 1 1 0
2365229.jpg,2,how large is pizza,pizza,1 1 1 1
2359693.jpg,1,where are people sitting,people,1 1 0 1
2365229.jpg,2,where are people sitting,people,1 1 1 1
2344741.jpg,1,where is brown paper,paper,1 1 1 0
2365229.jpg,2,where is brown paper,paper,1 1 1 1
2404975.jpg,1,where is a white plate,plate,1 1 1 1 0
2365229.jpg,2,where is a white plate,plate,1 1 1 1 1
2369378.jpg,1,what is cutting the pizza,pizza,1 1 1 1 0
2365229.jpg,2,what is cutting the pizza,pizza,1 1 1 1 1
2399251.jpg,1,what is on the pizza,pizza,1 1 1 1 0
2365229.jpg,2,what is on the pizza,pizza,1 1 1 1 1
2358987.jpg,1,what is the girl to the left holding,girl,1 1 1 0 1 1 1 1
2365229.jpg,2,what is the girl to the left holding,girl,1 1 1 1 1 1 1 1
2350976.jpg,1,what is the girl on the right holding,girl,1 1 1 0 1 1 1 1
2365229.jpg,2,what is the girl on the right holding,girl,1 1 1 1 1 1 1 1
2403826.jpg,1,what is to the left of the pizza on the table,pizza,1 1 1 1 1 1 1 0 1 1 1
2365229.jpg,2,what is to the left of the pizza on the table,pizza,1 1 1 1 1 1 1 1 1 1 1
2383062.jpg,1,what is the man wearing,man,1 1 1 0 1
2398500.jpg,2,what is the man wearing,man,1 1 1 1 1
2415048.jpg,1,how is the snow colored,snow,1 1 1 0 1
2398500.jpg,2,how is the snow colored,snow,1 1 1 1 1
2407649.jpg,1,how is the man's coat colored,coat,1 1 1 1 0 1
2398500.jpg,2,how is the man's coat colored,coat,1 1 1 1 1 1
2370146.jpg,1,what is the man currently doing,man,1 1 1 0 1 1
2398500.jpg,2,what is the man currently doing,man,1 1 1 1 1 1
2334913.jpg,1,what can be seen in the background,background,1 1 1 1 1 1 0
2398500.jpg,2,what can be seen in the background,background,1 1 1 1 1 1 1
2345066.jpg,1,why are there tracks in the snow,tracks,1 1 1 0 1 1 1
2398500.jpg,2,why are there tracks in the snow,tracks,1 1 1 1 1 1 1
2383618.jpg,1,how is the man's pants colored,pants,1 1 1 1 0 1
2398500.jpg,2,how is the man's pants colored,pants,1 1 1 1 1 1
2388935.jpg,1,where are ski tracks,tracks,1 1 1 0
2398500.jpg,2,where are ski tracks,tracks,1 1 1 1
2346997.jpg,1,where is the man standing,man,1 1 1 0 1
2398500.jpg,2,where is the man standing,man,1 1 1 1 1
2416784.jpg,1,what is the man doing,man,1 1 1 0 1
2398500.jpg,2,what is the man doing,man,1 1 1 1 1
2412416.jpg,1,what color is the bus stop sign,sign,1 1 1 1 1 1 0
2384111.jpg,2,what color is the bus stop sign,sign,1 1 1 1 1 1 1
2319515.jpg,1,what is holding up the two skis,skis,1 1 1 1 1 1 0
2367787.jpg,2,what is holding up the two skis,skis,1 1 1 1 1 1 1
2375129.jpg,1,what is standing on top of the hill,hill,1 1 1 1 1 1 1 0
2367787.jpg,2,what is standing on top of the hill,hill,1 1 1 1 1 1 1 1
2338388.jpg,1,what is on the hill,hill,1 1 1 1 0
2367787.jpg,2,what is on the hill,hill,1 1 1 1 1
2369132.jpg,1,what is holding up the skis,skis,1 1 1 1 1 0
2367787.jpg,2,what is holding up the skis,skis,1 1 1 1 1 1
2357155.jpg,1,what is the person holding,person,1 1 1 0 1
2367787.jpg,2,what is the person holding,person,1 1 1 1 1
2397952.jpg,1,what is the man standing in,man,1 1 1 0 1 1
2367787.jpg,2,what is the man standing in,man,1 1 1 1 1 1
2405245.jpg,1,what is the white on the mountains in the background,mountains,1 1 1 1 1 1 0 1 1 1
2367787.jpg,2,what is the white on the mountains in the background,mountains,1 1 1 1 1 1 1 1 1 1
2412742.jpg,1,what is just behind the person standing,person,1 1 1 1 1 0 1
2367787.jpg,2,what is just behind the person standing,person,1 1 1 1 1 1 1
2347801.jpg,1,what way is the arrow pointing on the large sign,arrow,1 1 1 1 0 1 1 1 1 1
2367787.jpg,2,what way is the arrow pointing on the large sign,arrow,1 1 1 1 1 1 1 1 1 1
2390106.jpg,1,what is the person doing in the picture,person,1 1 1 0 1 1 1 1
2367787.jpg,2,what is the person doing in the picture,person,1 1 1 1 1 1 1 1
2399308.jpg,1,what is taller than the person,person,1 1 1 1 1 0
2367787.jpg,2,what is taller than the person,person,1 1 1 1 1 1
2396194.jpg,1,how is the sky,sky,1 1 1 0
2367787.jpg,2,how is the sky,sky,1 1 1 1
2328482.jpg,1,what is on the mountains,mountains,1 1 1 1 0
2367787.jpg,2,what is on the mountains,mountains,1 1 1 1 1
2329154.jpg,1,who is the man,man,1 1 1 0
2367787.jpg,2,who is the man,man,1 1 1 1
2343274.jpg,1,what is the sign giving,sign,1 1 1 0 1
2367787.jpg,2,what is the sign giving,sign,1 1 1 1 1
2378427.jpg,1,what color is the fence,fence,1 1 1 1 0
2371140.jpg,2,what color is the fence,fence,1 1 1 1 1
2321641.jpg,1,what is the boy throwing,boy,1 1 1 0 1
2371140.jpg,2,what is the boy throwing,boy,1 1 1 1 1
2393412.jpg,1,what does the boy do,boy,1 1 1 0 1
2371140.jpg,2,what does the boy do,boy,1 1 1 1 1
2363199.jpg,1,what is behind the fence,fence,1 1 1 1 0
2371140.jpg,2,what is behind the fence,fence,1 1 1 1 1
2376475.jpg,1,what is behind the boy,boy,1 1 1 1 0
2371140.jpg,2,what is behind the boy,boy,1 1 1 1 1
2319893.jpg,1,what hand did the boy throw the frisbee,frisbee,1 1 1 1 1 1 1 0
2371140.jpg,2,what hand did the boy throw the frisbee,frisbee,1 1 1 1 1 1 1 1
2368224.jpg,1,what does the boy wear,boy,1 1 1 0 1
2371140.jpg,2,what does the boy wear,boy,1 1 1 1 1
2407798.jpg,1,how does the boy appear,boy,1 1 1 0 1
2371140.jpg,2,how does the boy appear,boy,1 1 1 1 1
2339147.jpg,1,who has brown hair,hair,1 1 1 0
2371140.jpg,2,who has brown hair,hair,1 1 1 1
2368951.jpg,1,where are green leaves,leaves,1 1 1 0
2371140.jpg,2,where are green leaves,leaves,1 1 1 1
2347693.jpg,1,where are the trees,trees,1 1 1 0
2371140.jpg,2,where are the trees,trees,1 1 1 1
2324165.jpg,1,who has an arm raised,arm,1 1 1 0 1
2371140.jpg,2,who has an arm raised,arm,1 1 1 1 1
2366370.jpg,1,who threw the frisbee,frisbee,1 1 1 0
2371140.jpg,2,who threw the frisbee,frisbee,1 1 1 1
2327658.jpg,1,what color is the sky,sky,1 1 1 1 0
2398337.jpg,2,what color is the sky,sky,1 1 1 1 1
2390017.jpg,1,what color is the top rail of the fence,fence,1 1 1 1 1 1 1 1 0
2398337.jpg,2,what color is the top rail of the fence,fence,1 1 1 1 1 1 1 1 1
2318693.jpg,1,what color are the leaves,leaves,1 1 1 1 0
2398337.jpg,2,what color are the leaves,leaves,1 1 1 1 1
2365189.jpg,1,where are the trees,trees,1 1 1 0
2398337.jpg,2,where are the trees,trees,1 1 1 1
2411947.jpg,1,what is the fence made of,fence,1 1 1 0 1 1
2398337.jpg,2,what is the fence made of,fence,1 1 1 1 1 1
2326659.jpg,1,what is on the person's head,head,1 1 1 1 1 0
2398337.jpg,2,what is on the person's head,head,1 1 1 1 1 1
2407580.jpg,1,what part of the giraffe is shown,giraffe,1 1 1 1 0 1 1
2398337.jpg,2,what part of the giraffe is shown,giraffe,1 1 1 1 1 1 1
2350828.jpg,1,what is behind the giraffe to the left,giraffe,1 1 1 1 0 1 1 1
2398337.jpg,2,what is behind the giraffe to the left,giraffe,1 1 1 1 1 1 1 1
2395398.jpg,1,what kind of sky is shown,sky,1 1 1 0 1 1
2398337.jpg,2,what kind of sky is shown,sky,1 1 1 1 1 1
2364379.jpg,1,what is behind the giraffe to the right,giraffe,1 1 1 1 0 1 1 1
2398337.jpg,2,what is behind the giraffe to the right,giraffe,1 1 1 1 1 1 1 1
2389578.jpg,1,where is the giraffe looking,giraffe,1 1 1 0 1
2398337.jpg,2,where is the giraffe looking,giraffe,1 1 1 1 1
2349426.jpg,1,who is with the giraffe,giraffe,1 1 1 1 0
2398337.jpg,2,who is with the giraffe,giraffe,1 1 1 1 1
2378890.jpg,1,what is shining on the head of the giraffe,giraffe,1 1 1 1 1 1 1 1 0
2398337.jpg,2,what is shining on the head of the giraffe,giraffe,1 1 1 1 1 1 1 1 1
2410892.jpg,1,what is the giraffe doing,giraffe,1 1 1 0 1
2398337.jpg,2,what is the giraffe doing,giraffe,1 1 1 1 1
2413895.jpg,1,where are the bushy trees,trees,1 1 1 1 0
2398337.jpg,2,where are the bushy trees,trees,1 1 1 1 1
2413085.jpg,1,where is the log post,post,1 1 1 1 0
2398337.jpg,2,where is the log post,post,1 1 1 1 1
2356911.jpg,1,what is the giraffe looking at,giraffe,1 1 1 0 1 1
2398337.jpg,2,what is the giraffe looking at,giraffe,1 1 1 1 1 1
2347944.jpg,1,where are the trees,trees,1 1 1 0
2398337.jpg,2,where are the trees,trees,1 1 1 1
2397065.jpg,1,where is the very tall trunk,trunk,1 1 1 1 1 0
2398337.jpg,2,where is the very tall trunk,trunk,1 1 1 1 1 1
2414719.jpg,1,where is food,food,1 1 0
2340446.jpg,2,where is food,food,1 1 1
2341478.jpg,1,where is beer,beer,1 1 0
2340446.jpg,2,where is beer,beer,1 1 1
2384285.jpg,1,what is in the vase,vase,1 1 1 1 0
2405567.jpg,2,what is in the vase,vase,1 1 1 1 1
2404835.jpg,1,what color is the flower,flower,1 1 1 1 0
2405567.jpg,2,what color is the flower,flower,1 1 1 1 1
2413788.jpg,1,where is the flower,flower,1 1 1 0
2405567.jpg,2,where is the flower,flower,1 1 1 1
2403731.jpg,1,what is the vase made of,vase,1 1 1 0 1 1
2405567.jpg,2,what is the vase made of,vase,1 1 1 1 1 1
2342190.jpg,1,what is the vase on,vase,1 1 1 0 1
2405567.jpg,2,what is the vase on,vase,1 1 1 1 1
2391961.jpg,1,what color is the shelf,shelf,1 1 1 1 0
2405567.jpg,2,what color is the shelf,shelf,1 1 1 1 1
2334153.jpg,1,where is the flower,flower,1 1 1 0
2405567.jpg,2,where is the flower,flower,1 1 1 1
2360895.jpg,1,what color is the vase,vase,1 1 1 1 0
2405567.jpg,2,what color is the vase,vase,1 1 1 1 1
2368987.jpg,1,what is the vase sitting on,vase,1 1 1 0 1 1
2405567.jpg,2,what is the vase sitting on,vase,1 1 1 1 1 1
2357034.jpg,1,where is the wall discolored,wall,1 1 1 0 1
2405567.jpg,2,where is the wall discolored,wall,1 1 1 1 1
2346316.jpg,1,what color is the vase,vase,1 1 1 1 0
2405567.jpg,2,what color is the vase,vase,1 1 1 1 1
2373204.jpg,1,what color is the wall,wall,1 1 1 1 0
2405567.jpg,2,what color is the wall,wall,1 1 1 1 1
2369669.jpg,1,what texture is the wall,wall,1 1 1 1 0
2405567.jpg,2,what texture is the wall,wall,1 1 1 1 1
2394198.jpg,1,where is the vase,vase,1 1 1 0
2405567.jpg,2,where is the vase,vase,1 1 1 1
2395313.jpg,1,why is there water in the vase,vase,1 1 1 1 1 1 0
2405567.jpg,2,why is there water in the vase,vase,1 1 1 1 1 1 1
2320316.jpg,1,what side of the wall is cleanest,wall,1 1 1 1 0 1 1
2405567.jpg,2,what side of the wall is cleanest,wall,1 1 1 1 1 1 1
2403118.jpg,1,what color is the wall,wall,1 1 1 1 0
2405567.jpg,2,what color is the wall,wall,1 1 1 1 1
2377946.jpg,1,what color is the shelf,shelf,1 1 1 1 0
2405567.jpg,2,what color is the shelf,shelf,1 1 1 1 1
2317676.jpg,1,where is the flower,flower,1 1 1 0
2405567.jpg,2,where is the flower,flower,1 1 1 1
2339012.jpg,1,where is the vase,vase,1 1 1 0
2405567.jpg,2,where is the vase,vase,1 1 1 1
2327880.jpg,1,where is the shelf,shelf,1 1 1 0
2405567.jpg,2,where is the shelf,shelf,1 1 1 1
2362622.jpg,1,what kind of flower,flower,1 1 1 0
2405567.jpg,2,what kind of flower,flower,1 1 1 1
2413085.jpg,1,what color is the vase,vase,1 1 1 1 0
2405567.jpg,2,what color is the vase,vase,1 1 1 1 1
2362581.jpg,1,what color is vase,vase,1 1 1 0
2405567.jpg,2,what color is vase,vase,1 1 1 1
2414238.jpg,1,what color is vase,vase,1 1 1 0
2405567.jpg,2,what color is vase,vase,1 1 1 1
2366273.jpg,1,what type of shirt pattern is he have,shirt,1 1 1 0 1 1 1 1
2378606.jpg,2,what type of shirt pattern is he have,shirt,1 1 1 1 1 1 1 1
2319480.jpg,1,what is on the table,table,1 1 1 1 0
2416181.jpg,2,what is on the table,table,1 1 1 1 1
2346380.jpg,1,what color is the liquid in the white cup,cup,1 1 1 1 1 1 1 1 0
2416181.jpg,2,what color is the liquid in the white cup,cup,1 1 1 1 1 1 1 1 1
2361433.jpg,1,where are the tea and coffee,coffee,1 1 1 1 1 0
2416181.jpg,2,where are the tea and coffee,coffee,1 1 1 1 1 1
2348101.jpg,1,what is in the front bowl,bowl,1 1 1 1 1 0
2416181.jpg,2,what is in the front bowl,bowl,1 1 1 1 1 1
2381400.jpg,1,who is driving the bus,bus,1 1 1 1 0
2328058.jpg,2,who is driving the bus,bus,1 1 1 1 1
2400667.jpg,1,when will the bus doors shut,bus,1 1 1 0 1 1
2328058.jpg,2,when will the bus doors shut,bus,1 1 1 1 1 1
2317139.jpg,1,where is the number 4,number,1 1 1 0 1
2328058.jpg,2,where is the number 4,number,1 1 1 1 1
2384318.jpg,1,what destination is listed on the bus,bus,1 1 1 1 1 1 0
2328058.jpg,2,what destination is listed on the bus,bus,1 1 1 1 1 1 1
2377508.jpg,1,what is the man doing,man,1 1 1 0 1
2390640.jpg,2,what is the man doing,man,1 1 1 1 1
2351309.jpg,1,what is the man wearing,man,1 1 1 0 1
2390640.jpg,2,what is the man wearing,man,1 1 1 1 1
2415878.jpg,1,what is the man doing,man,1 1 1 0 1
2390640.jpg,2,what is the man doing,man,1 1 1 1 1
2319593.jpg,1,what else is the man holding in left hand other than the cell phone,man,1 1 1 1 0 1 1 1 1 1 1 1 1 1
