image,label,question,word,wordLabels
2395134.jpg,2,why does he have ski poles,,1 1 1 1 1 1
2364511.jpg,2,where's the tree,,1 1 1
2339962.jpg,2,what is walking on the street,,1 1 1 1 1 1
2398612.jpg,2,where are the blue jeans,,1 1 1 1 1
2371329.jpg,2,what color is the sky in this picture,,1 1 1 1 1 1 1 1
2414920.jpg,2,what does the black and white sign say,,1 1 1 1 1 1 1 1
2363780.jpg,2,what is on the plate,,1 1 1 1 1
1592031.jpg,1,what in front of the umbrella,umbrella,1 1 1 1 1 0
2368457.jpg,2,what is around the windows,,1 1 1 1 1
2350544.jpg,2,what kind of wine is in the glasses,,1 1 1 1 1 1 1 1
2390237.jpg,1,what color are the plants behind the bird,bird,1 1 1 1 1 1 1 0
2402687.jpg,2,who is sitting on the park bench,,1 1 1 1 1 1 1
2375386.jpg,2,what shape is the box the cat is sitting in,,1 1 1 1 1 1 1 1 1 1
2395800.jpg,2,what are the fluffy things in the sky,,1 1 1 1 1 1 1 1
2370278.jpg,2,what color is the box,,1 1 1 1 1
2397329.jpg,2,what is the hues of the bench,,1 1 1 1 1 1 1
2401473.jpg,2,what is on the wooden shelf,,1 1 1 1 1 1
2390121.jpg,2,what is the seat of the bench made of,,1 1 1 1 1 1 1 1 1
2379882.jpg,1,where is the stuffed teddy bear,bear,1 1 1 1 1 0
2381303.jpg,1,what is the dog doing,dog,1 1 1 0 1
2370867.jpg,2,where is the bathroom tissue mounted,,1 1 1 1 1 1
2380456.jpg,1,what color is the sky,sky,1 1 1 1 0
2364377.jpg,2,how many people are in the carriage,,1 1 1 1 1 1 1
2364569.jpg,2,what color is the batters helmet,,1 1 1 1 1 1
2371614.jpg,2,where is the curtain,,1 1 1 1
2409498.jpg,2,what is connected to the sled,,1 1 1 1 1 1
2387977.jpg,1,what is on the elephant's face,face,1 1 1 1 1 0
2398226.jpg,2,what is included in this polaroid picture,,1 1 1 1 1 1 1
2362598.jpg,2,what is the gender of this person,,1 1 1 1 1 1 1
2356454.jpg,1,what is beside the umbrella,umbrella,1 1 1 1 0
2395217.jpg,2,how is the person connected with all the dogs,,1 1 1 1 1 1 1 1 1
2371785.jpg,1,what is special about this phone,phone,1 1 1 1 1 0
2413840.jpg,2,what color are the man's pants,,1 1 1 1 1 1
2374291.jpg,1,what is the man holding,man,1 1 1 0 1
822.jpg,1,what is the man brushing with a toothbrush,toothbrush,1 1 1 1 1 1 1 0
2398889.jpg,1,what is the girl doing,girl,1 1 1 0 1
2367420.jpg,2,what is in front of the couch,,1 1 1 1 1 1 1
2366211.jpg,2,what is behind the flowers,,1 1 1 1 1
2403271.jpg,2,what is the man standing on,,1 1 1 1 1 1
2376755.jpg,1,what is man doing,man,1 1 0 1
2405722.jpg,2,where are the clouds,,1 1 1 1
2390999.jpg,2,what method of cooking is used for this type of food,,1 1 1 1 1 1 1 1 1 1 1
2392473.jpg,2,what is sticking out of the snow,,1 1 1 1 1 1 1
2409673.jpg,2,how many clock faces are shown here,,1 1 1 1 1 1 1
2409460.jpg,2,how many pieces of bacon are there,,1 1 1 1 1 1 1
2407646.jpg,2,how many slots are on the fork,,1 1 1 1 1 1 1
2412606.jpg,2,what is the man in the foreground holding,,1 1 1 1 1 1 1 1
2395735.jpg,1,where is the utensil to eat the dessert,dessert,1 1 1 1 1 1 1 0
2401121.jpg,2,what color are the letters in the snow,,1 1 1 1 1 1 1 1
2402903.jpg,2,what kind of habitat are the zebras in,,1 1 1 1 1 1 1 1
2375858.jpg,2,where are the trees,,1 1 1 1
2367532.jpg,1,how are the numebrs on clock,clock,1 1 1 1 1 0
2403968.jpg,2,who is wearing a white shirt and holding a camera,,1 1 1 1 1 1 1 1 1 1
2344618.jpg,1,what shape is the plate of the hot dog,plate,1 1 1 1 0 1 1 1 1
2410597.jpg,2,what kind of pattern is on the blanket,,1 1 1 1 1 1 1 1
2342642.jpg,1,what color sneakers does the woman have on,woman,1 1 1 1 1 0 1 1
2319626.jpg,1,what is on either side of the trunk,trunk,1 1 1 1 1 1 1 0
2348941.jpg,2,why are the bowls wrapped,,1 1 1 1 1
4389.jpg,1,what are the tracks on the street,street,1 1 1 1 1 1 0
2393732.jpg,1,what is the train doing,train,1 1 1 0 1
2402320.jpg,2,how many people are touching the bed,,1 1 1 1 1 1 1
2358315.jpg,2,how many glasses of wine are on the table,,1 1 1 1 1 1 1 1 1
2332213.jpg,1,what type of car is the blue one in front of the orange,car,1 1 1 0 1 1 1 1 1 1 1 1 1
2333587.jpg,1,what kind of hat is the man wearing,hat,1 1 1 0 1 1 1 1
2390338.jpg,2,what hand is the food in,,1 1 1 1 1 1
2372439.jpg,2,what kind of hat,,1 1 1 1
2408026.jpg,2,what color is the boat,,1 1 1 1 1
2370552.jpg,2,what is the man wearing,,1 1 1 1 1
2404294.jpg,2,what is the main color of the grass,,1 1 1 1 1 1 1 1
2383952.jpg,1,what is the building in the back,building,1 1 1 0 1 1 1
2953.jpg,1,where is the horse,horse,1 1 1 0
2376383.jpg,1,what color screen does the laptop have,laptop,1 1 1 1 1 0 1
2405053.jpg,2,how many wheels does the truck have,,1 1 1 1 1 1 1
2399496.jpg,2,what is to the left of the plane,,1 1 1 1 1 1 1 1
2413640.jpg,2,what color is the sweater that the man is wearing,,1 1 1 1 1 1 1 1 1 1
2390284.jpg,1,what covers the ground,ground,1 1 1 0
2387667.jpg,2,what type of body of water is shown,,1 1 1 1 1 1 1 1
2361580.jpg,2,where is the girl,,1 1 1 1
2321797.jpg,1,who is standing behind the catcher,catcher,1 1 1 1 1 0
2320110.jpg,2,what color is the grass,,1 1 1 1 1
2392639.jpg,1,what type of toy is on the table,table,1 1 1 1 1 1 1 0
4085.jpg,1,what type of numbers are on the clock,clock,1 1 1 1 1 1 1 0
2388897.jpg,2,where is the large black keyboard,,1 1 1 1 1 1
2411518.jpg,2,how many towels do you see,,1 1 1 1 1 1
2385739.jpg,1,what shade of color is the road,road,1 1 1 1 1 1 0
3293.jpg,1,what numbers are on the front of train,train,1 1 1 1 1 1 1 0
2399905.jpg,1,what color is the girl's shirt,shirt,1 1 1 1 1 0
2397186.jpg,2,what kind of flowers are these,,1 1 1 1 1 1
2319489.jpg,1,what is the number on the white sign,sign,1 1 1 1 1 1 1 0
2416749.jpg,1,what is sticking out of the gravel,gravel,1 1 1 1 1 1 0
2355723.jpg,1,where are the birds,birds,1 1 1 0
2395472.jpg,2,what is connecting the keyboard to computer,,1 1 1 1 1 1 1
2400589.jpg,2,who is wearing a white dress,,1 1 1 1 1 1
2378065.jpg,1,what is at night,night,1 1 1 0
2405568.jpg,2,what color is the pole,,1 1 1 1 1
2391227.jpg,1,what is the person standing on,person,1 1 1 0 1 1
2342396.jpg,1,who is sitting on couch in stripes,couch,1 1 1 1 0 1 1
2333881.jpg,1,what is behind the tree,tree,1 1 1 1 0
2372052.jpg,2,where are the animals,,1 1 1 1
2359735.jpg,2,what is the boy holding,,1 1 1 1 1
2405741.jpg,2,what color is the paint on the ground,,1 1 1 1 1 1 1 1
2377677.jpg,2,where is the train,,1 1 1 1
2399867.jpg,1,where is the large dark backpack,backpack,1 1 1 1 1 0
2371352.jpg,2,what is on the ground,,1 1 1 1 1
2400797.jpg,1,what does the top street sign say,sign,1 1 1 1 1 0 1
2415345.jpg,1,where are the trees,trees,1 1 1 0
2365333.jpg,2,what color is the plate,,1 1 1 1 1
2334826.jpg,1,what house color is behind the sign,sign,1 1 1 1 1 1 0
2326054.jpg,1,what is the boy holding in his hands,boy,1 1 1 0 1 1 1 1
2409410.jpg,2,how many skateboard wheels are visible,,1 1 1 1 1 1
2368441.jpg,2,what is on the table,,1 1 1 1 1
2368885.jpg,2,what is the sign for,,1 1 1 1 1
2361038.jpg,2,where is the cab located,,1 1 1 1 1
2362845.jpg,2,how can the horse that the man on the right is riding be described,,1 1 1 1 1 1 1 1 1 1 1 1 1 1
2202.jpg,1,what is the man eating,man,1 1 1 0 1
2370784.jpg,2,what is behind the sail boat,,1 1 1 1 1 1
2340254.jpg,2,what is above the sink,,1 1 1 1 1
2362845.jpg,2,what are the men doing,,1 1 1 1 1
2345191.jpg,1,where is the cell phone,phone,1 1 1 1 0
2370902.jpg,2,how many bears are in the picture,,1 1 1 1 1 1 1
2330444.jpg,1,who is sleeping with a foot hanging off the bed,bed,1 1 1 1 1 1 1 1 1 0
2373629.jpg,2,what is the man on the left holding,,1 1 1 1 1 1 1 1
2388184.jpg,2,why is the player in red running,,1 1 1 1 1 1 1
2367227.jpg,2,what is on the other side of the trolley,,1 1 1 1 1 1 1 1 1
2368569.jpg,2,what color speakers are in the photo,,1 1 1 1 1 1 1
124.jpg,1,what is on the man in the middle's head,head,1 1 1 1 1 1 1 1 0
2392582.jpg,2,what is behind the trees,,1 1 1 1 1
2321269.jpg,1,what is takahiro arai's number,number,1 1 1 1 0
2414009.jpg,1,what kind of fruit is shown in this image,fruit,1 1 1 0 1 1 1 1 1
2396103.jpg,2,what is the man moving towards,,1 1 1 1 1 1
2341002.jpg,1,where is the yellow dot,dot,1 1 1 1 0
2378890.jpg,1,what is the hair on top of tthe horse's head called,head,1 1 1 1 1 1 1 1 1 0 1
2339964.jpg,2,what color is in the cups,,1 1 1 1 1 1
2335414.jpg,1,where are the prunes,prunes,1 1 1 0
2396621.jpg,1,where is the control tower located,tower,1 1 1 1 0 1
2347294.jpg,1,where are the trees,trees,1 1 1 0
2381747.jpg,1,what color is the toilet,toilet,1 1 1 1 0
2403653.jpg,2,where is the white sneaker,,1 1 1 1 1
2348687.jpg,2,what is the table made of,,1 1 1 1 1 1
2334176.jpg,1,what are in the blue sky,sky,1 1 1 1 1 0
2317628.jpg,1,what is the polar bear doing,bear,1 1 1 1 0 1
2367917.jpg,1,what animals are pictured,animals,1 0 1 1
2409460.jpg,2,what color is the bread,,1 1 1 1 1
2366777.jpg,1,what color is the bus,bus,1 1 1 1 0
2404123.jpg,1,what is the sheep in the middle of the photo doing,sheep,1 1 1 0 1 1 1 1 1 1 1
2388603.jpg,1,what color is the elephant,elephant,1 1 1 1 0
2406027.jpg,1,what color of lighting is showing in the windows,windows,1 1 1 1 1 1 1 1 0
2403421.jpg,1,what color is his shirt,shirt,1 1 1 1 0
2363246.jpg,2,what are the foil items on the table,,1 1 1 1 1 1 1 1
2326612.jpg,1,what color is the couch,couch,1 1 1 1 0
2395195.jpg,2,what way is the chair turned,,1 1 1 1 1 1
2331239.jpg,2,what color is the garlic,,1 1 1 1 1
2380298.jpg,1,what is hanging beside the microwave,microwave,1 1 1 1 1 0
2325557.jpg,1,why is the dog jumping,dog,1 1 1 0 1
2911.jpg,1,what is pushed against the wall,wall,1 1 1 1 1 0
2400118.jpg,1,where is the sand,sand,1 1 1 0
2400662.jpg,2,where is the white tray,,1 1 1 1 1
2344475.jpg,1,what is the girl's hair color,hair,1 1 1 1 0 1
2384452.jpg,1,who is wearing blue sneakers,sneakers,1 1 1 1 0
2409972.jpg,2,what color is the sky,,1 1 1 1 1
2383516.jpg,2,what color is the couch,,1 1 1 1 1
2336208.jpg,1,who has blonde hair,hair,1 1 1 0
2393854.jpg,2,what color is the bus,,1 1 1 1 1
2407517.jpg,2,how many colors are on the toy,,1 1 1 1 1 1 1
2375224.jpg,1,what is the desk made of,desk,1 1 1 0 1 1
2359096.jpg,2,what has multiple windows,,1 1 1 1
2352760.jpg,1,what type of window is on store front,window,1 1 1 0 1 1 1 1
2358977.jpg,2,what position is the bear on the right in,,1 1 1 1 1 1 1 1 1
2414411.jpg,1,what color is the man's jacket,jacket,1 1 1 1 1 0
2386035.jpg,1,what type of dog is in the photo,dog,1 1 1 0 1 1 1 1
2337766.jpg,1,who is swimming in the water,water,1 1 1 1 1 0
2388930.jpg,1,how does the man in the tie look,tie,1 1 1 1 1 1 0 1
2359746.jpg,2,what is the dog's paw on,,1 1 1 1 1 1
2374115.jpg,2,what is the seat aattached to,,1 1 1 1 1 1
2361043.jpg,2,where on the train is x-723,,1 1 1 1 1 1
2404861.jpg,2,why are the women standing next to each other,,1 1 1 1 1 1 1 1 1
2376216.jpg,2,who is resting on the bench,,1 1 1 1 1 1
2402176.jpg,2,what is beside the right side of car,,1 1 1 1 1 1 1 1
2414855.jpg,1,what is the marking on the wall called,wall,1 1 1 1 1 1 0 1
2370990.jpg,2,what way do the processor blades turn,,1 1 1 1 1 1 1
2412490.jpg,2,what type of bus is shown,,1 1 1 1 1 1
2352911.jpg,1,what color are the sheep noses,sheep,1 1 1 1 0 1
2358077.jpg,1,what two rooms can access the bathroom,can,1 1 1 0 1 1 1
2377371.jpg,1,what color is the cat,cat,1 1 1 1 0
2396961.jpg,2,where is the plane,,1 1 1 1
2373070.jpg,2,what does the elephant eat out of,,1 1 1 1 1 1 1
2405624.jpg,2,where is the dog sitting,,1 1 1 1 1
2364511.jpg,2,what is the bench sitting on,,1 1 1 1 1 1
2373119.jpg,1,where is the row of cows,cows,1 1 1 1 1 0
2411998.jpg,1,what type of sneakers are these,sneakers,1 1 1 0 1 1
2399563.jpg,2,what is the cat doing,,1 1 1 1 1
2380893.jpg,1,where is the hanger,hanger,1 1 1 0
2414517.jpg,1,what shade is the sky,sky,1 1 1 1 0
2401310.jpg,2,what is coming out of the plane,,1 1 1 1 1 1 1
2344270.jpg,1,what object is lining the sidewalk on the left hand side of the street,street,1 1 1 1 1 1 1 1 1 1 1 1 1 0
2336506.jpg,1,where is the red bus,bus,1 1 1 1 0
2359874.jpg,1,who is holding the baseball bat,bat,1 1 1 1 1 0
2384172.jpg,1,what color is his shorts,shorts,1 1 1 1 0
518.jpg,1,where is the fence,fence,1 1 1 0
2327052.jpg,1,what is the table made of,table,1 1 1 0 1 1
2395080.jpg,2,what is below the sink,,1 1 1 1 1
2408820.jpg,2,what is the color of the floor,,1 1 1 1 1 1 1
2341290.jpg,2,what is the zebra doing,,1 1 1 1 1
2351893.jpg,1,how many stairs are here,stairs,1 1 0 1 1
2395686.jpg,1,how many people are in the picture,picture,1 1 1 1 1 1 0
2323829.jpg,1,what is on the plate,plate,1 1 1 1 0
2405766.jpg,2,what is behind the fence on the right,,1 1 1 1 1 1 1 1
2411507.jpg,2,where is the laptop,,1 1 1 1
2331304.jpg,1,what is to the sides of the bed,bed,1 1 1 1 1 1 1 0
2738.jpg,1,where's the tree,tree,1 1 0
2376251.jpg,1,how many door handles are there,door,1 1 0 1 1 1
2388021.jpg,1,why are the people staring,people,1 1 1 0 1
2376436.jpg,2,where is the white rock,,1 1 1 1 1
2396139.jpg,1,what color is the edge of the watermelon,watermelon,1 1 1 1 1 1 1 0
2321617.jpg,1,what is the man doing with the pizza,man,1 1 1 0 1 1 1 1
2355823.jpg,2,what is the man selling,,1 1 1 1 1
2374953.jpg,2,what is the man doing,,1 1 1 1 1
2386073.jpg,2,what color is the cat,,1 1 1 1 1
2403312.jpg,2,how is the girl dressed,,1 1 1 1 1
2362955.jpg,2,where is the grass,,1 1 1 1
2352766.jpg,1,where on the woman is the man's hand located,hand,1 1 1 1 1 1 1 0 1
2385023.jpg,1,where are the doughnuts placed on,doughnuts,1 1 1 0 1 1
2404861.jpg,2,how many surfboards are blue,,1 1 1 1 1
2332245.jpg,1,who are these young women,women,1 1 1 1 0
2362547.jpg,2,where is the knife,,1 1 1 1
2343582.jpg,2,how many pastries are in the box,,1 1 1 1 1 1 1
2374177.jpg,1,who is walking behind the girl,girl,1 1 1 1 1 0
2368034.jpg,2,what is with a computer desk,,1 1 1 1 1 1
2538.jpg,1,where is the toilet,toilet,1 1 1 0
2332816.jpg,1,who has short hair,hair,1 1 1 0
2336423.jpg,2,what color is the kite,,1 1 1 1 1
2380350.jpg,1,what is on the pizza,pizza,1 1 1 1 0
2350716.jpg,2,what color is the van,,1 1 1 1 1
2384367.jpg,1,what kind of surface is the dog walking on,surface,1 1 1 0 1 1 1 1 1
2352854.jpg,2,what type of floor is here,,1 1 1 1 1 1
2396506.jpg,1,what color is the woman's shirt,shirt,1 1 1 1 1 0
2363983.jpg,2,what material is the cup,,1 1 1 1 1
2405464.jpg,1,what has a tongue out,tongue,1 1 1 0 1
2333029.jpg,1,where are the men at,men,1 1 1 0 1
2337837.jpg,1,why does the kid have an umbrella,kid,1 1 1 0 1 1 1
2388788.jpg,1,what color are the branches,branches,1 1 1 1 0
1593133.jpg,1,how the wooden box is carrying,box,1 1 1 0 1 1
2409616.jpg,1,what is this man surfing in,man,1 1 1 0 1 1
2370934.jpg,2,what is in front of the front zebra,,1 1 1 1 1 1 1 1
2362914.jpg,1,what is the the lamb on the left doing,lamb,1 1 1 1 0 1 1 1 1
2373012.jpg,2,what type of bus is shown,,1 1 1 1 1 1
2416831.jpg,1,why are the trains parked,trains,1 1 1 0 1
2320223.jpg,2,what color is her coat collar,,1 1 1 1 1 1
2387024.jpg,1,what sort of design is the woman's dress,dress,1 1 1 1 1 1 1 0
2404007.jpg,1,what is the underground train used for,train,1 1 1 1 0 1 1
1591847.jpg,1,how does the dog appear,dog,1 1 1 0 1
2373854.jpg,2,what type of body of water is this,,1 1 1 1 1 1 1 1
2356696.jpg,2,where is the kite in the picture,,1 1 1 1 1 1 1
2359065.jpg,2,who is flying the kite,,1 1 1 1 1
2341575.jpg,1,what is pulling the logs,logs,1 1 1 1 0
2327552.jpg,1,where is the dog,dog,1 1 1 0
2358167.jpg,2,why is the man in the foreground squatting down,,1 1 1 1 1 1 1 1 1
2399577.jpg,2,what is on ground,,1 1 1 1
2371329.jpg,2,where is the slanted colorful roof,,1 1 1 1 1 1
2397008.jpg,1,what is the sky like,sky,1 1 1 0 1
3077.jpg,1,who is standing next to the woman,woman,1 1 1 1 1 1 0
2412385.jpg,2,how many white pillows are on the bed,,1 1 1 1 1 1 1 1
2375050.jpg,2,what is next to the box,,1 1 1 1 1 1
2346967.jpg,2,what color are the street signs,,1 1 1 1 1 1
2359365.jpg,2,what fruit is in the cup,,1 1 1 1 1 1
2370784.jpg,2,what's on the water,,1 1 1 1
2414540.jpg,2,how many banana trees are in the foreground of the picture,,1 1 1 1 1 1 1 1 1 1 1
2323168.jpg,1,what is the building made of,building,1 1 1 0 1 1
2361800.jpg,1,where is the woman washing the baby,baby,1 1 1 1 1 1 0
2379987.jpg,2,what is the train doing,,1 1 1 1 1
2414778.jpg,1,how is the yarn,yarn,1 1 1 0
2396375.jpg,2,what are the elephants doing,,1 1 1 1 1
2371646.jpg,2,what dish is the food served on,,1 1 1 1 1 1 1
2393035.jpg,1,what is under the bun,bun,1 1 1 1 0
213.jpg,1,what is ablove the water,water,1 1 1 1 0
2390383.jpg,1,what is over the fireplace,fireplace,1 1 1 1 0
2325368.jpg,1,what shape is the white plate,plate,1 1 1 1 1 0
2373524.jpg,1,what is on the plate,plate,1 1 1 1 0
2361527.jpg,1,what is spotted cow doing,cow,1 1 1 0 1
2366918.jpg,2,how is pair of pants color,,1 1 1 1 1 1
2403430.jpg,2,where is the red pillow located,,1 1 1 1 1 1
2405801.jpg,1,how many photos are hanging on the wall the cart is against,photos,1 1 0 1 1 1 1 1 1 1 1 1
2416379.jpg,1,what team is the batter on,batter,1 1 1 1 0 1
107930.jpg,2,how many magazines are on the table,,1 1 1 1 1 1 1
2342578.jpg,1,who rides in this type of truck,truck,1 1 1 1 1 1 0
2412048.jpg,1,where is the clock,clock,1 1 1 0
2404797.jpg,1,where are the signs,signs,1 1 1 0
2397236.jpg,2,where is the lamp,,1 1 1 1
2390947.jpg,1,where are the women who are watching the boy,boy,1 1 1 1 1 1 1 1 0
2354184.jpg,1,what kind of donuts are there,donuts,1 1 1 0 1 1
2416743.jpg,1,what are the round black things on the pizza,pizza,1 1 1 1 1 1 1 1 0
2372597.jpg,2,what is the man carrying,,1 1 1 1 1
2363983.jpg,2,what is underneath the cup,,1 1 1 1 1
2404878.jpg,2,what color is the shower curtain,,1 1 1 1 1 1
2367986.jpg,1,what color are the trees,trees,1 1 1 1 0
3312.jpg,1,where are the curtains,curtains,1 1 1 0
2337181.jpg,2,where are the buildings located,,1 1 1 1 1
2326485.jpg,1,what color is the bird,bird,1 1 1 1 0
2387908.jpg,2,what is the picture framing made of,,1 1 1 1 1 1 1
2362279.jpg,1,what does the sky look like,sky,1 1 1 0 1 1
2406067.jpg,2,what is the woman wearing around the face,,1 1 1 1 1 1 1 1
2333262.jpg,1,what is the pizza on top of,pizza,1 1 1 0 1 1 1
61534.jpg,2,what color shirt is the woman wearing,,1 1 1 1 1 1 1
2403305.jpg,2,what is the field made of,,1 1 1 1 1 1
2393911.jpg,1,what is the woman wearing,woman,1 1 1 0 1
2392625.jpg,1,what is holding the toothpaste up,toothpaste,1 1 1 1 0 1
2364097.jpg,2,what color is the can,,1 1 1 1 1
2409865.jpg,2,what's beyond the banana,,1 1 1 1
2410682.jpg,1,what is the man riding,man,1 1 1 0 1
2391566.jpg,2,what is above the trees,,1 1 1 1 1
498025.jpg,1,what is the color of the ship,ship,1 1 1 1 1 1 0
2352545.jpg,1,what color is the bike frame,bike,1 1 1 1 0 1
2401778.jpg,2,who is wearing a collar,,1 1 1 1 1
3811.jpg,1,where is the grass,grass,1 1 1 0
2330720.jpg,1,what is the bus driving on,bus,1 1 1 0 1 1
2354501.jpg,1,who has the umbrella,umbrella,1 1 1 0
2369120.jpg,1,what is color of the cows,cows,1 1 1 1 1 0
2401778.jpg,2,what is the dog doing,,1 1 1 1 1
2371278.jpg,1,what is the dark hair boy wearing,hair,1 1 1 1 0 1 1
2323307.jpg,1,what color is the surfboard,surfboard,1 1 1 1 0
2411424.jpg,2,what is the writing color,,1 1 1 1 1
2354429.jpg,1,where is the zebra head pointing,zebra,1 1 1 0 1 1
2383184.jpg,1,what is the man holding,man,1 1 1 0 1
2377708.jpg,1,what is wearing a sweater,sweater,1 1 1 1 0
2379268.jpg,2,what color is his shirt,,1 1 1 1 1
2412504.jpg,2,what is the man standing on,,1 1 1 1 1 1
2402158.jpg,1,what is in the background,background,1 1 1 1 0
2385811.jpg,1,where are the clothes,clothes,1 1 1 0
2337527.jpg,1,how many tires does the jeep have,jeep,1 1 1 1 1 0 1
2355473.jpg,1,what is the bird looking at,bird,1 1 1 0 1 1
2359809.jpg,2,where is the pizza,,1 1 1 1
2395844.jpg,2,where is the smoke,,1 1 1 1
2407722.jpg,2,what color is the truck,,1 1 1 1 1
2358206.jpg,2,what is on the right side of the bridge,,1 1 1 1 1 1 1 1 1
2403236.jpg,2,what is shining on the trees,,1 1 1 1 1 1
2395310.jpg,2,what color are the sheets,,1 1 1 1 1
2364873.jpg,2,what is in the fridge,,1 1 1 1 1
2366802.jpg,2,where is the airplane,,1 1 1 1
2392148.jpg,2,why are there no leaves on the trees,,1 1 1 1 1 1 1 1
2322801.jpg,2,how is the photo,,1 1 1 1
2398561.jpg,1,what time is it,time,1 0 1 1
2412082.jpg,1,what vehicle is shown,vehicle,1 0 1 1
2328175.jpg,2,what color is the bus,,1 1 1 1 1
2403123.jpg,1,where is the plane,plane,1 1 1 0
2348001.jpg,1,what color is the horse,horse,1 1 1 1 0
4210.jpg,1,what color is the ocean water,water,1 1 1 1 1 0
2372574.jpg,2,where is the shoe,,1 1 1 1
2373352.jpg,1,who is sitting in the black chair,chair,1 1 1 1 1 1 0
2333947.jpg,1,what is around the man's neck,neck,1 1 1 1 1 0
2370219.jpg,2,what is between the food and the pan,,1 1 1 1 1 1 1 1
2392257.jpg,2,what is the boat,,1 1 1 1
2403911.jpg,1,what is on the catcher's head,head,1 1 1 1 1 0
1069.jpg,1,why isn't the guy wearing a shirt,shirt,1 1 1 1 1 1 0
425.jpg,1,where is the stop sign,sign,1 1 1 1 0
2369216.jpg,2,what number is the man,,1 1 1 1 1
2396445.jpg,2,what is in the box,,1 1 1 1 1
2367504.jpg,2,what is above the walk/don't walk sign,,1 1 1 1 1 1 1
2417817.jpg,1,what is the man wearing over his eyes,man,1 1 1 0 1 1 1 1
2403695.jpg,1,what color is the sky,sky,1 1 1 1 0
2414248.jpg,1,what is the blue towel hanging from,towel,1 1 1 1 0 1 1
4013.jpg,1,what is on the boys shirt,shirt,1 1 1 1 1 0
2411127.jpg,2,what is the pattern of the shirt of the man in the lead,,1 1 1 1 1 1 1 1 1 1 1 1 1
2320930.jpg,1,how many wheels,wheels,1 1 0
2385256.jpg,1,what is behind danforth avenue sign in the top photo,sign,1 1 1 1 1 0 1 1 1 1
2333320.jpg,1,what is hanging on the chair,chair,1 1 1 1 1 0
2390717.jpg,2,what bright sunny color is the jacket,,1 1 1 1 1 1 1
2358786.jpg,2,what is right of the red boat,,1 1 1 1 1 1 1
2375658.jpg,1,what is the man in the yellow coat holding,man,1 1 1 0 1 1 1 1 1
2400349.jpg,2,what is the cat under,,1 1 1 1 1
2400594.jpg,2,where is the helmet,,1 1 1 1
2381763.jpg,1,how many men are shown,men,1 1 0 1 1
2400113.jpg,1,what is the plate made of,plate,1 1 1 0 1 1
2376281.jpg,2,what is in the bowl,,1 1 1 1 1
2409038.jpg,2,how many lights are above the lower part of the train,,1 1 1 1 1 1 1 1 1 1 1
2405495.jpg,2,what is the skier doing,,1 1 1 1 1
2411558.jpg,1,what is on the plate,plate,1 1 1 1 0
2403925.jpg,1,what is the person flipping,person,1 1 1 0 1
2368824.jpg,2,where is the boat,,1 1 1 1
2372284.jpg,2,what water is there,,1 1 1 1
2399445.jpg,1,what is on the tower,tower,1 1 1 1 0
2394988.jpg,1,what color is the pole,pole,1 1 1 1 0
2402199.jpg,2,what does the man have on his face,,1 1 1 1 1 1 1 1
2364482.jpg,2,where is the giraffe,,1 1 1 1
2411564.jpg,2,what is on the tomato sauce,,1 1 1 1 1 1
2375050.jpg,1,where is the bed cover,bed,1 1 1 0 1
2397972.jpg,2,what would be the main color of the sky,,1 1 1 1 1 1 1 1 1
2357166.jpg,1,what is the man playing with,man,1 1 1 0 1 1
2376931.jpg,2,what is the elephant standing in,,1 1 1 1 1 1
2408582.jpg,1,what color is the umbrella,umbrella,1 1 1 1 0
2345114.jpg,1,why is the cow on the ground,cow,1 1 1 0 1 1 1
2403637.jpg,2,what is in the toilet,,1 1 1 1 1
2404250.jpg,1,what color is the chair,chair,1 1 1 1 0
4334.jpg,1,what color is the top of the train,train,1 1 1 1 1 1 1 0
2401945.jpg,2,what is the object that the player has in his hand,,1 1 1 1 1 1 1 1 1 1 1
2414347.jpg,1,who is in the water,water,1 1 1 1 0
2331212.jpg,1,why are the people wearing coats,people,1 1 1 0 1 1
2401310.jpg,2,what is in the sky,,1 1 1 1 1
2411937.jpg,1,how many candles are on the cake,the,1 1 1 1 1 0 1
2402804.jpg,2,where is the man standing,,1 1 1 1 1
2374155.jpg,2,where is the grass,,1 1 1 1
2368902.jpg,1,what is covering the ground,ground,1 1 1 1 0
2357315.jpg,1,who is wearing a red shirt,shirt,1 1 1 1 1 0
2391684.jpg,2,what does the orange sign say,,1 1 1 1 1 1
2403915.jpg,1,how is the condition of the microwave door,door,1 1 1 1 1 1 1 0
2334685.jpg,1,what is the writing made with on the hydrant,hydrant,1 1 1 1 1 1 1 1 0
2341585.jpg,1,what is the elephant trunk doing,elephant,1 1 1 0 1 1
2342486.jpg,2,what is written on the front of the train,,1 1 1 1 1 1 1 1 1
2325824.jpg,1,what is the man wearing,man,1 1 1 0 1
2346870.jpg,1,what color is the sofa,sofa,1 1 1 1 0
23.jpg,1,what is in the front of the plane,front,1 1 1 1 0 1 1 1
2317095.jpg,1,where is a zebra,zebra,1 1 1 0
2400100.jpg,2,what color is the mud,,1 1 1 1 1
2374416.jpg,1,who owns the metal box,box,1 1 1 1 0
2358842.jpg,1,what is the name of the male actor on the billboard,billboard,1 1 1 1 1 1 1 1 1 1 0
2397278.jpg,2,what is written on the arrow,,1 1 1 1 1 1
2395299.jpg,1,what is the girl eating,girl,1 1 1 0 1
