,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,answer,image_filename,image_id,image_index,image_url,qa_id,question,question_error,question_error_closest_match,question_error_correction,question_error_correction_answer,question_error_new_question,question_is_premise_true
1062,1062,1062,159,159,159,Afternoon.,2364611.jpg,2390701,30796,https://cs.stanford.edu/people/rak248/VG_100K_2/2390701.jpg,1725361,What time is it?,,,,,,
1063,1063,1063,160,160,160,Above home plate.,2412771.jpg,2390701,30796,https://cs.stanford.edu/people/rak248/VG_100K_2/2390701.jpg,1132613,Where is the ball?,,,,,,
1064,1064,1064,161,161,161,One.,2328379.jpg,2390701,30796,https://cs.stanford.edu/people/rak248/VG_100K_2/2390701.jpg,404923,How many knives can be seen in the pic?,,,,,,
1065,1065,1065,162,162,162,Green.,2334406.jpg,2390641,30854,https://cs.stanford.edu/people/rak248/VG_100K_2/2390641.jpg,961163,What color is the grass?,,,,,,
1066,1066,1066,163,163,163,Grey.,2390109.jpg,2390641,30854,https://cs.stanford.edu/people/rak248/VG_100K_2/2390641.jpg,1422320,What colour is the elephant?,,,,,,
1067,1067,1067,164,164,164,It is going to a destination.,2398165.jpg,2390641,30854,https://cs.stanford.edu/people/rak248/VG_100K_2/2390641.jpg,796883,Why is the train going up the track?,,,,,,
1068,1068,1068,165,165,165,A rope.,2369496.jpg,2390637,30857,https://cs.stanford.edu/people/rak248/VG_100K_2/2390637.jpg,1824532,What is holding the surfboard to the post?,,,,,,
1069,1069,1069,166,166,166,Dark grey.,2408167.jpg,2390637,30857,https://cs.stanford.edu/people/rak248/VG_100K_2/2390637.jpg,1053968,What color is the ground?,,,,,,
1070,1070,1070,167,167,167,4.,2415034.jpg,2390637,30857,https://cs.stanford.edu/people/rak248/VG_100K_2/2390637.jpg,136122,How many total instruments are on the tree?,,,,,,
1071,1071,1071,168,168,168,Attached to the surfboard.,2365627.jpg,2390608,30885,https://cs.stanford.edu/people/rak248/VG_100K_2/2390608.jpg,1745671,Where is the rope?,,,,,,
1072,1072,1072,169,169,169,Beside the cat.,2360922.jpg,2390608,30885,https://cs.stanford.edu/people/rak248/VG_100K_2/2390608.jpg,250912,Where is the pen?,,,,,,
1073,1073,1073,170,170,170,It's dark.,2396754.jpg,2390608,30885,https://cs.stanford.edu/people/rak248/VG_100K_2/2390608.jpg,478180,Why is there a light on in the background?,,,,,,
1074,1074,1074,171,171,171,A mattress.,2363843.jpg,2390526,30965,https://cs.stanford.edu/people/rak248/VG_100K_2/2390526.jpg,1709729,What is under the tent?,,,,,,
1075,1075,1075,172,172,172,Open.,2366604.jpg,2390526,30965,https://cs.stanford.edu/people/rak248/VG_100K_2/2390526.jpg,1765052,How is the silver and black jacket?,,,,,,
1076,1076,1076,173,173,173,White.,2350963.jpg,2390526,30965,https://cs.stanford.edu/people/rak248/VG_100K_2/2390526.jpg,258847,What color is the policeman's helmet?,,,,,,
1077,1077,1077,174,174,174,White.,2407969.jpg,2390522,30969,https://cs.stanford.edu/people/rak248/VG_100K_2/2390522.jpg,1049589,What color is the wall?,,,,,,
1078,1078,1078,175,175,175,Dogs.,2362554.jpg,2390522,30969,https://cs.stanford.edu/people/rak248/VG_100K_2/2390522.jpg,1683561,What animal is shown?,,,,,,
1079,1079,1079,176,176,176,"Green, blue, orange, yellow and white.",2401600.jpg,2390522,30969,https://cs.stanford.edu/people/rak248/VG_100K_2/2390522.jpg,1247367,What five colors are painted on the side of the track?,,,,,,
1080,1080,1080,177,177,177,Zebra.,2395467.jpg,2390510,30981,https://cs.stanford.edu/people/rak248/VG_100K_2/2390510.jpg,1511484,What is black and white?,,,,,,
1081,1081,1081,178,178,178,Window.,2402325.jpg,2390510,30981,https://cs.stanford.edu/people/rak248/VG_100K_2/2390510.jpg,1260117,What are the blinds covering?,,,,,,
1082,1082,1082,179,179,179,A buckle.,2401621.jpg,2390510,30981,https://cs.stanford.edu/people/rak248/VG_100K_2/2390510.jpg,281869,What is in the middle of the man on the horse's belt?,,,,,,
1083,1083,1083,180,180,180,Near the ocean.,2414909.jpg,2390482,31007,https://cs.stanford.edu/people/rak248/VG_100K_2/2390482.jpg,137123,Where is this picture taken?,,,,,,
1084,1084,1084,181,181,181,A shadow.,2404622.jpg,2390482,31007,https://cs.stanford.edu/people/rak248/VG_100K_2/2390482.jpg,1309156,What is on the ground in front of the bench?,,,,,,
1085,1085,1085,182,182,182,White.,2409039.jpg,2390482,31007,https://cs.stanford.edu/people/rak248/VG_100K_2/2390482.jpg,1073231,What color is the van?,,,,,,
1086,1086,1086,183,183,183,Manes.,2390818.jpg,2390382,31105,https://cs.stanford.edu/people/rak248/VG_100K_2/2390382.jpg,1426398,What is on top of the zebras necks?,,,,,,
1087,1087,1087,184,184,184,"Grey, bright blue, dark blue, purple, and violet.",2319986.jpg,2390382,31105,https://cs.stanford.edu/people/rak248/VG_100K_2/2390382.jpg,896463,What color is the boy's tie?,,,,,,
1088,1088,1088,185,185,185,A large crowd of people.,2410919.jpg,2390382,31105,https://cs.stanford.edu/people/rak248/VG_100K_2/2390382.jpg,1318864,Who is watching the game?,,,,,,
1089,1089,1089,186,186,186,A beard.,2372763.jpg,2390326,31160,https://cs.stanford.edu/people/rak248/VG_100K_2/2390326.jpg,241438,What is on the man's chin?,,,,,,
1090,1090,1090,187,187,187,A bed.,2361858.jpg,2390326,31160,https://cs.stanford.edu/people/rak248/VG_100K_2/2390326.jpg,1669917,What is under the man?,,,,,,
1091,1091,1091,188,188,188,3.,2386809.jpg,2390326,31160,https://cs.stanford.edu/people/rak248/VG_100K_2/2390326.jpg,614008,How many people are in this picture?,,,,,,
1092,1092,1092,189,189,189,A bird.,2370859.jpg,2390321,31164,https://cs.stanford.edu/people/rak248/VG_100K_2/2390321.jpg,1851390,What animal is behind the cat?,,,,,,
1093,1093,1093,190,190,190,Snow caps.,2376183.jpg,2390321,31164,https://cs.stanford.edu/people/rak248/VG_100K_2/2390321.jpg,1961309,What is on top of the mountains?,,,,,,
1094,1094,1094,191,191,191,Beach.,2399472.jpg,2390321,31164,https://cs.stanford.edu/people/rak248/VG_100K_2/2390321.jpg,1468964,Where is this scene?,,,,,,
1095,1095,1095,192,192,192,Two.,2364122.jpg,2390309,31176,https://cs.stanford.edu/people/rak248/VG_100K_2/2390309.jpg,248358,How many feet is the cat standing on?,,,,,,
1096,1096,1096,193,193,193,1.,2412667.jpg,2390309,31176,https://cs.stanford.edu/people/rak248/VG_100K_2/2390309.jpg,1129937,How many boats with a black cover?,,,,,,
1097,1097,1097,194,194,194,On a grill.,2412434.jpg,2390309,31176,https://cs.stanford.edu/people/rak248/VG_100K_2/2390309.jpg,1124659,Where are hot dogs?,,,,,,
1098,1098,1098,195,195,195,Red and white.,2403136.jpg,2390202,31279,https://cs.stanford.edu/people/rak248/VG_100K_2/2390202.jpg,1276090,What two colors are on the lighthouse?,,,,,,
1099,1099,1099,196,196,196,In the sky.,2374941.jpg,2390202,31279,https://cs.stanford.edu/people/rak248/VG_100K_2/2390202.jpg,299819,Where are clouds?,,,,,,
1100,1100,1100,197,197,197,In the back.,2372882.jpg,2390202,31279,https://cs.stanford.edu/people/rak248/VG_100K_2/2390202.jpg,1894556,Where is the rack of the bike?,,,,,,
1101,1101,1101,198,198,198,Wet.,2389910.jpg,2390128,31351,https://cs.stanford.edu/people/rak248/VG_100K_2/2390128.jpg,1421192,How does the pavement appear?,,,,,,
1102,1102,1102,199,199,199,Monkey graphics.,2360731.jpg,2390128,31351,https://cs.stanford.edu/people/rak248/VG_100K_2/2390128.jpg,1647859,What is on the girl's white pants?,,,,,,
1103,1103,1103,200,200,200,A ground hot tub.,2367323.jpg,2390128,31351,https://cs.stanford.edu/people/rak248/VG_100K_2/2390128.jpg,1778791,What is next to the woman?,,,,,,
1104,1104,1104,201,201,201,A white cutting board.,2374208.jpg,2390126,31353,https://cs.stanford.edu/people/rak248/VG_100K_2/2390126.jpg,1921543,What is this object?,,,,,,
1105,1105,1105,202,202,202,One.,2347263.jpg,2390126,31353,https://cs.stanford.edu/people/rak248/VG_100K_2/2390126.jpg,261802,How many vases are there?,,,,,,
1106,1106,1106,203,203,203,The man.,2415882.jpg,2390126,31353,https://cs.stanford.edu/people/rak248/VG_100K_2/2390126.jpg,938209,Who is holding the surfboard?,,,,,,
1107,1107,1107,204,204,204,Dirt.,2350345.jpg,2390109,31369,https://cs.stanford.edu/people/rak248/VG_100K_2/2390109.jpg,960278,What are the elephants standing on?,,,,,,
1108,1108,1108,205,205,205,To cross.,2394776.jpg,2390109,31369,https://cs.stanford.edu/people/rak248/VG_100K_2/2390109.jpg,415776,Why the people on the street?,,,,,,
1109,1109,1109,206,206,206,Daytime.,2402975.jpg,2390109,31369,https://cs.stanford.edu/people/rak248/VG_100K_2/2390109.jpg,473930,When was this photo taken?,,,,,,
1110,1110,1110,207,207,207,On the woman.,2363904.jpg,2390047,31429,https://cs.stanford.edu/people/rak248/VG_100K_2/2390047.jpg,1710961,Where are the purple pants?,,,,,,
1111,1111,1111,208,208,208,No one.,2371126.jpg,2390047,31429,https://cs.stanford.edu/people/rak248/VG_100K_2/2390047.jpg,754527,Who is eating the pizza?,,,,,,
1112,1112,1112,209,209,209,White.,2403013.jpg,2390047,31429,https://cs.stanford.edu/people/rak248/VG_100K_2/2390047.jpg,1273382,What is the main color of the lamp shade?,,,,,,
1113,1113,1113,210,210,210,Day time.,2334735.jpg,2390001,31472,https://cs.stanford.edu/people/rak248/VG_100K_2/2390001.jpg,527789,When was this photo taken?,,,,,,
1114,1114,1114,211,211,211,Smiling.,2362124.jpg,2390001,31472,https://cs.stanford.edu/people/rak248/VG_100K_2/2390001.jpg,825729,What is their expressions?,,,,,,
1115,1115,1115,212,212,212,Berber.,30.jpg,2390001,31472,https://cs.stanford.edu/people/rak248/VG_100K_2/2390001.jpg,989748,What is the type of carpet?,,,,,,
1116,1116,1116,213,213,213,A canopy.,2401482.jpg,2389980,31493,https://cs.stanford.edu/people/rak248/VG_100K_2/2389980.jpg,1244968,What is above the train station?,,,,,,
1117,1117,1117,214,214,214,White.,2410373.jpg,2389980,31493,https://cs.stanford.edu/people/rak248/VG_100K_2/2389980.jpg,1110267,What color is the wall in the background?,,,,,,
1118,1118,1118,215,215,215,1.,2368531.jpg,2389980,31493,https://cs.stanford.edu/people/rak248/VG_100K_2/2389980.jpg,692616,How many cows are pictured?,,,,,,
1119,1119,1119,216,216,216,The man is standing near a train.,2403590.jpg,2389960,31513,https://cs.stanford.edu/people/rak248/VG_100K_2/2389960.jpg,1286085,Where is the man standing near?,,,,,,
1120,1120,1120,217,217,217,Brown and long.,2370352.jpg,2389960,31513,https://cs.stanford.edu/people/rak248/VG_100K_2/2389960.jpg,1840922,How is the fur of the bear?,,,,,,
1121,1121,1121,218,218,218,Sunny?.,2373868.jpg,2389960,31513,https://cs.stanford.edu/people/rak248/VG_100K_2/2389960.jpg,1914989,How is the weather?,,,,,,
1122,1122,1122,219,219,219,Red.,2333486.jpg,2389948,31525,https://cs.stanford.edu/people/rak248/VG_100K_2/2389948.jpg,784638,What color are the splotches on the wall?,,,,,,
1123,1123,1123,220,220,220,A group of men.,2410280.jpg,2389948,31525,https://cs.stanford.edu/people/rak248/VG_100K_2/2389948.jpg,1100272,Who is in the room?,,,,,,
1124,1124,1124,221,221,221,The right.,2315554.jpg,2389948,31525,https://cs.stanford.edu/people/rak248/VG_100K_2/2389948.jpg,962812,What direction is the giraffe looking in?,,,,,,
1125,1125,1125,222,222,222,Tall.,2402113.jpg,2389936,31536,https://cs.stanford.edu/people/rak248/VG_100K_2/2389936.jpg,1256246,How tall is the grass?,,,,,,
1126,1126,1126,223,223,223,American flags.,2403153.jpg,2389936,31536,https://cs.stanford.edu/people/rak248/VG_100K_2/2389936.jpg,1276458,What do the donkeys have?,,,,,,
1127,1127,1127,224,224,224,Another man.,2367461.jpg,2389936,31536,https://cs.stanford.edu/people/rak248/VG_100K_2/2389936.jpg,1781683,Who is looking at the broken parking meter?,,,,,,
1128,1128,1128,225,225,225,Players pants.,2400463.jpg,2389911,31558,https://cs.stanford.edu/people/rak248/VG_100K_2/2389911.jpg,1222377,What is white with black stripes?,,,,,,
1129,1129,1129,226,226,226,People.,2369132.jpg,2389911,31558,https://cs.stanford.edu/people/rak248/VG_100K_2/2389911.jpg,564247,Who rides on the trains?,,,,,,
1130,1130,1130,227,227,227,One.,150303.jpg,2389911,31558,https://cs.stanford.edu/people/rak248/VG_100K_2/2389911.jpg,999971,How many rugs are in this photo?,,,,,,
1131,1131,1131,228,228,228,On the table.,2412020.jpg,2389768,31697,https://cs.stanford.edu/people/rak248/VG_100K_2/2389768.jpg,1115537,Where is the cake placed?,,,,,,
1132,1132,1132,229,229,229,Three.,2331726.jpg,2389768,31697,https://cs.stanford.edu/people/rak248/VG_100K_2/2389768.jpg,786044,How many of the bags are matching?,,,,,,
1133,1133,1133,230,230,230,On white plate.,2358247.jpg,2389768,31697,https://cs.stanford.edu/people/rak248/VG_100K_2/2389768.jpg,1596693,Where is the food?,,,,,,
1134,1134,1134,231,231,231,Female.,2402492.jpg,2389743,31722,https://cs.stanford.edu/people/rak248/VG_100K_2/2389743.jpg,1263473,What is the gender of the person that can be seen of the website?,,,,,,
1135,1135,1135,232,232,232,Pizza pie.,2356095.jpg,2389743,31722,https://cs.stanford.edu/people/rak248/VG_100K_2/2389743.jpg,510699,What is round?,,,,,,
1136,1136,1136,233,233,233,There is a hang glider up there.,2321737.jpg,2389743,31722,https://cs.stanford.edu/people/rak248/VG_100K_2/2389743.jpg,882455,Why is the man looking at the sky?,,,,,,
1137,1137,1137,234,234,234,Cloudy blue sky.,2388615.jpg,2389738,31727,https://cs.stanford.edu/people/rak248/VG_100K_2/2389738.jpg,1347734,What is above the mountains?,,,,,,
1138,1138,1138,235,235,235,The ocean.,2409603.jpg,2389738,31727,https://cs.stanford.edu/people/rak248/VG_100K_2/2389738.jpg,1085255,What is the man looking at?,,,,,,
1139,1139,1139,236,236,236,4.,2406576.jpg,2389738,31727,https://cs.stanford.edu/people/rak248/VG_100K_2/2389738.jpg,1188231,How many boats are in the water?,,,,,,
1140,1140,1140,237,237,237,Outstretched.,2367183.jpg,2389731,31733,https://cs.stanford.edu/people/rak248/VG_100K_2/2389731.jpg,1775971,How is the man's left hand?,,,,,,
1141,1141,1141,238,238,238,Racket.,2338955.jpg,2389731,31733,https://cs.stanford.edu/people/rak248/VG_100K_2/2389731.jpg,524413,What sports item is on the court near the animal?,,,,,,
1142,1142,1142,239,239,239,Red.,2413704.jpg,2389731,31733,https://cs.stanford.edu/people/rak248/VG_100K_2/2389731.jpg,146754,What color is the bird's beak?,,,,,,
1143,1143,1143,240,240,240,Skateboarding.,2338114.jpg,2389669,31793,https://cs.stanford.edu/people/rak248/VG_100K_2/2389669.jpg,525087,What is the boy doing in the picture?,,,,,,
1144,1144,1144,241,241,241,Bus Only.,2397124.jpg,2389669,31793,https://cs.stanford.edu/people/rak248/VG_100K_2/2389669.jpg,1518868,What do the largest words on the street say?,,,,,,
1145,1145,1145,242,242,242,Wood.,2387908.jpg,2389669,31793,https://cs.stanford.edu/people/rak248/VG_100K_2/2389669.jpg,1535321,What is the panel made of?,,,,,,
1146,1146,1146,243,243,243,Under the fog.,2390189.jpg,2389477,31976,https://cs.stanford.edu/people/rak248/VG_100K_2/2389477.jpg,1422756,Where is the horizon?,,,,,,
1147,1147,1147,244,244,244,Apart.,2359200.jpg,2389477,31976,https://cs.stanford.edu/people/rak248/VG_100K_2/2389477.jpg,1617098,How is the scissor looks?,,,,,,
1148,1148,1148,245,245,245,Young woman.,2364673.jpg,2389477,31976,https://cs.stanford.edu/people/rak248/VG_100K_2/2389477.jpg,567803,Who is sitting on bicycle?,,,,,,
1149,1149,1149,246,246,246,Visor.,2407592.jpg,2389436,32016,https://cs.stanford.edu/people/rak248/VG_100K_2/2389436.jpg,1041932,What is on the girls' head?,,,,,,
1150,1150,1150,247,247,247,Left.,2389388.jpg,2389436,32016,https://cs.stanford.edu/people/rak248/VG_100K_2/2389436.jpg,1351596,What direction is the boy facing?,,,,,,
1151,1151,1151,248,248,248,Daytime.,2342027.jpg,2389436,32016,https://cs.stanford.edu/people/rak248/VG_100K_2/2389436.jpg,777798,When was this taken?,,,,,,
1152,1152,1152,249,249,249,Below the rounded portion of the ornamentation.,2413398.jpg,2389428,32023,https://cs.stanford.edu/people/rak248/VG_100K_2/2389428.jpg,1147537,"Where is the clawed, green beast?",,,,,,
1153,1153,1153,250,250,250,Brown.,2409070.jpg,2389428,32023,https://cs.stanford.edu/people/rak248/VG_100K_2/2389428.jpg,183828,What color is the grass?,,,,,,
1154,1154,1154,251,251,251,Bare.,2362851.jpg,2389428,32023,https://cs.stanford.edu/people/rak248/VG_100K_2/2389428.jpg,1689730,How would a person describe the walls?,,,,,,
1155,1155,1155,252,252,252,Evergreen.,2373246.jpg,2389387,32063,https://cs.stanford.edu/people/rak248/VG_100K_2/2389387.jpg,1901993,What type of tree is behind the people?,,,,,,
1156,1156,1156,253,253,253,On the grass.,2411364.jpg,2389387,32063,https://cs.stanford.edu/people/rak248/VG_100K_2/2389387.jpg,1327980,Where is the man's right hand?,,,,,,
1157,1157,1157,254,254,254,A row of lights on ground.,2363599.jpg,2389387,32063,https://cs.stanford.edu/people/rak248/VG_100K_2/2389387.jpg,1704915,What is lit up?,,,,,,
1158,1158,1158,255,255,255,Fruit.,2412024.jpg,2389201,32240,https://cs.stanford.edu/people/rak248/VG_100K_2/2389201.jpg,1115610,What is in the bowl?,,,,,,
1159,1159,1159,256,256,256,Daytime.,2416997.jpg,2389201,32240,https://cs.stanford.edu/people/rak248/VG_100K_2/2389201.jpg,947128,When was the picture taken?,,,,,,
1160,1160,1160,257,257,257,Blue.,2325702.jpg,2389201,32240,https://cs.stanford.edu/people/rak248/VG_100K_2/2389201.jpg,278709,What color is the hat?,,,,,,
1161,1161,1161,258,258,258,Clear.,2390290.jpg,2389175,32265,https://cs.stanford.edu/people/rak248/VG_100K_2/2389175.jpg,675216,How is the photo?,,,,,,
1162,1162,1162,259,259,259,Near the river.,2401060.jpg,2389175,32265,https://cs.stanford.edu/people/rak248/VG_100K_2/2389175.jpg,1235696,Where are the trees?,,,,,,
1163,1163,1163,260,260,260,A dog.,2394927.jpg,2389175,32265,https://cs.stanford.edu/people/rak248/VG_100K_2/2389175.jpg,1381622,Who is on the skateboard?,,,,,,
1164,1164,1164,261,261,261,Light blue.,2410307.jpg,2389116,32322,https://cs.stanford.edu/people/rak248/VG_100K_2/2389116.jpg,173930,What color is the chair?,,,,,,
1165,1165,1165,262,262,262,Beside the white line.,2360325.jpg,2389116,32322,https://cs.stanford.edu/people/rak248/VG_100K_2/2389116.jpg,1639380,"Where is the word ""GAP""?",,,,,,
1166,1166,1166,263,263,263,Nobody.,2358553.jpg,2389116,32322,https://cs.stanford.edu/people/rak248/VG_100K_2/2389116.jpg,572700,Who is in the water?,,,,,,
1167,1167,1167,264,264,264,Thirty-seven.,2375324.jpg,2389112,32326,https://cs.stanford.edu/people/rak248/VG_100K_2/2389112.jpg,1943703,What number is on the man in black's shorts?,,,,,,
1168,1168,1168,265,265,265,On the plane.,2369814.jpg,2389112,32326,https://cs.stanford.edu/people/rak248/VG_100K_2/2389112.jpg,1830842,Where are the blue stripes?,,,,,,
1169,1169,1169,266,266,266,Black.,2408793.jpg,2389112,32326,https://cs.stanford.edu/people/rak248/VG_100K_2/2389112.jpg,1067740,What is around the waist of the man wearing a dark shirt?,,,,,,
1170,1170,1170,267,267,267,A pink heart sticker.,2374793.jpg,2389102,32335,https://cs.stanford.edu/people/rak248/VG_100K_2/2389102.jpg,559713,What is the sticker on it?,,,,,,
1171,1171,1171,268,268,268,A bottle.,2369951.jpg,2389102,32335,https://cs.stanford.edu/people/rak248/VG_100K_2/2389102.jpg,1833520,What is the wine being poured from?,,,,,,
1172,1172,1172,269,269,269,Cheese.,2392762.jpg,2389102,32335,https://cs.stanford.edu/people/rak248/VG_100K_2/2389102.jpg,1370096,What is the white and yellow topping?,,,,,,
1173,1173,1173,270,270,270,Many trees.,2365335.jpg,2388753,32670,https://cs.stanford.edu/people/rak248/VG_100K_2/2388753.jpg,1739792,What is hanging over the roadway?,,,,,,
1174,1174,1174,271,271,271,French fry.,2372562.jpg,2388753,32670,https://cs.stanford.edu/people/rak248/VG_100K_2/2388753.jpg,1887614,What is on the plate?,,,,,,
1175,1175,1175,272,272,272,Adult man.,2358518.jpg,2388753,32670,https://cs.stanford.edu/people/rak248/VG_100K_2/2388753.jpg,1602314,What is on the elephant?,,,,,,
1176,1176,1176,273,273,273,Parked.,2359556.jpg,2388728,32695,https://cs.stanford.edu/people/rak248/VG_100K_2/2388728.jpg,1623760,How are the motorcycles?,,,,,,
1177,1177,1177,274,274,274,Cakes.,2364527.jpg,2388728,32695,https://cs.stanford.edu/people/rak248/VG_100K_2/2388728.jpg,759796,What is in the photo?,,,,,,
1178,1178,1178,275,275,275,In the evening.,2358850.jpg,2388728,32695,https://cs.stanford.edu/people/rak248/VG_100K_2/2388728.jpg,1609912,When was this picture taken?,,,,,,
1179,1179,1179,276,276,276,Black.,2369836.jpg,2388691,32732,https://cs.stanford.edu/people/rak248/VG_100K_2/2388691.jpg,435588,What color is the bag?,,,,,,
1180,1180,1180,277,277,277,One.,2358008.jpg,2388691,32732,https://cs.stanford.edu/people/rak248/VG_100K_2/2388691.jpg,637059,How many hooks are shown?,,,,,,
1181,1181,1181,278,278,278,Plastic.,2369586.jpg,2388691,32732,https://cs.stanford.edu/people/rak248/VG_100K_2/2388691.jpg,1826312,What is the keyboard made of?,,,,,,
1182,1182,1182,279,279,279,Resting on the table.,2393522.jpg,2388630,32790,https://cs.stanford.edu/people/rak248/VG_100K_2/2388630.jpg,1564996,Where is the hand?,,,,,,
1183,1183,1183,280,280,280,Surfing.,2372905.jpg,2388630,32790,https://cs.stanford.edu/people/rak248/VG_100K_2/2388630.jpg,1895088,What is the man doing?,,,,,,
1184,1184,1184,281,281,281,Next to the road.,2376046.jpg,2388630,32790,https://cs.stanford.edu/people/rak248/VG_100K_2/2388630.jpg,1958526,Where are the street lights?,,,,,,
1185,1185,1185,282,282,282,Greenish blue.,2328506.jpg,2388460,32952,https://cs.stanford.edu/people/rak248/VG_100K_2/2388460.jpg,788621,What color is the glow?,,,,,,
1186,1186,1186,283,283,283,Trees.,2372745.jpg,2388460,32952,https://cs.stanford.edu/people/rak248/VG_100K_2/2388460.jpg,1891512,What borders the ski slope?,,,,,,
1187,1187,1187,284,284,284,Fans.,2359094.jpg,2388460,32952,https://cs.stanford.edu/people/rak248/VG_100K_2/2388460.jpg,1614985,What is hanging from the ceiling?,,,,,,
1188,1188,1188,285,285,285,White straw.,2363533.jpg,2388449,32963,https://cs.stanford.edu/people/rak248/VG_100K_2/2388449.jpg,1703514,What is coming out of the cup?,,,,,,
1189,1189,1189,286,286,286,On the pavement.,2368315.jpg,2388449,32963,https://cs.stanford.edu/people/rak248/VG_100K_2/2388449.jpg,1799975,Where are the horses?,,,,,,
1190,1190,1190,287,287,287,Red.,2407308.jpg,2388449,32963,https://cs.stanford.edu/people/rak248/VG_100K_2/2388449.jpg,1203788,What color is the skateboard?,,,,,,
1191,1191,1191,288,288,288,Behind.,2411625.jpg,2388408,33001,https://cs.stanford.edu/people/rak248/VG_100K_2/2388408.jpg,1333541,Where is the fence?,,,,,,
1192,1192,1192,289,289,289,A man.,2338839.jpg,2388408,33001,https://cs.stanford.edu/people/rak248/VG_100K_2/2388408.jpg,396552,Who is in the picture?,,,,,,
1193,1193,1193,290,290,290,Person on right.,2415031.jpg,2388408,33001,https://cs.stanford.edu/people/rak248/VG_100K_2/2388408.jpg,1035912,Who is wearing a pink pancho?,,,,,,
1194,1194,1194,291,291,291,Asphault.,2363602.jpg,2388401,33007,https://cs.stanford.edu/people/rak248/VG_100K_2/2388401.jpg,248774,What is on the ground?,,,,,,
1195,1195,1195,292,292,292,Clouds.,2375279.jpg,2388401,33007,https://cs.stanford.edu/people/rak248/VG_100K_2/2388401.jpg,1942808,What is in the sky?,,,,,,
1196,1196,1196,293,293,293,One.,2373524.jpg,2388401,33007,https://cs.stanford.edu/people/rak248/VG_100K_2/2388401.jpg,816604,How many elephants are pictured?,,,,,,
1197,1197,1197,294,294,294,Dirt.,2372311.jpg,2388143,33253,https://cs.stanford.edu/people/rak248/VG_100K_2/2388143.jpg,689593,What is under the bear?,,,,,,
1198,1198,1198,295,295,295,The woman in front.,2395068.jpg,2388143,33253,https://cs.stanford.edu/people/rak248/VG_100K_2/2388143.jpg,607405,Who took this picture?,,,,,,
1199,1199,1199,296,296,296,Letters.,2331899.jpg,2388143,33253,https://cs.stanford.edu/people/rak248/VG_100K_2/2388143.jpg,402106,What is on the side of the bus?,,,,,,
1200,1200,1200,297,297,297,Black.,2352474.jpg,2388118,33275,https://cs.stanford.edu/people/rak248/VG_100K_2/2388118.jpg,513603,What color is the man's suit?,,,,,,
1201,1201,1201,298,298,298,A cell phone.,2397949.jpg,2388118,33275,https://cs.stanford.edu/people/rak248/VG_100K_2/2388118.jpg,1460525,What does the person hold?,,,,,,
1202,1202,1202,299,299,299,Tan.,2411537.jpg,2388118,33275,https://cs.stanford.edu/people/rak248/VG_100K_2/2388118.jpg,1331667,What color is the wall?,,,,,,
1203,1203,1203,0,0,0,Surfer.,2338306.jpg,2388096,33297,https://cs.stanford.edu/people/rak248/VG_100K_2/2388096.jpg,780779,Who is on the water?,,,,,,
1204,1204,1204,1,1,1,Walking.,2409950.jpg,2388096,33297,https://cs.stanford.edu/people/rak248/VG_100K_2/2388096.jpg,1093334,What is the person doing?,,,,,,
1205,1205,1205,2,2,2,The man.,2402041.jpg,2388096,33297,https://cs.stanford.edu/people/rak248/VG_100K_2/2388096.jpg,1254844,What has one hand in the pocket?,,,,,,
1206,1206,1206,3,3,3,The woman wearing the red shirt.,2377483.jpg,2388095,33298,https://cs.stanford.edu/people/rak248/VG_100K_2/2388095.jpg,1985689,Who is holding 5 toy bears?,,,,,,
1207,1207,1207,4,4,4,Green.,2393802.jpg,2388095,33298,https://cs.stanford.edu/people/rak248/VG_100K_2/2388095.jpg,1440246,What shade of color are the buses?,,,,,,
1208,1208,1208,5,5,5,Hanging from the light poles.,2360263.jpg,2388095,33298,https://cs.stanford.edu/people/rak248/VG_100K_2/2388095.jpg,1638177,Where can you see the banners?,,,,,,
1209,1209,1209,6,6,6,Trees.,2343347.jpg,2388070,33319,https://cs.stanford.edu/people/rak248/VG_100K_2/2388070.jpg,776741,What is in the background?,,,,,,
1210,1210,1210,7,7,7,The man holding the sign.,2316569.jpg,2388070,33319,https://cs.stanford.edu/people/rak248/VG_100K_2/2388070.jpg,923801,Who is holding the sign?,,,,,,
1211,1211,1211,8,8,8,The girl.,2379119.jpg,2388070,33319,https://cs.stanford.edu/people/rak248/VG_100K_2/2388070.jpg,364333,Who is holding an umbrella?,,,,,,
1212,1212,1212,9,9,9,No one.,2387907.jpg,2387963,33422,https://cs.stanford.edu/people/rak248/VG_100K_2/2387963.jpg,741097,Who is swimming in the water?,,,,,,
1213,1213,1213,10,10,10,One.,2380307.jpg,2387963,33422,https://cs.stanford.edu/people/rak248/VG_100K_2/2387963.jpg,747174,How many people are in the photo?,,,,,,
1214,1214,1214,11,11,11,Bodysuit.,2398264.jpg,2387963,33422,https://cs.stanford.edu/people/rak248/VG_100K_2/2387963.jpg,1524429,What is black in this photo?,,,,,,
1215,1215,1215,12,12,12,Its shadow.,2367146.jpg,2387812,33564,https://cs.stanford.edu/people/rak248/VG_100K_2/2387812.jpg,1775243,What is next to the smiley face?,,,,,,
